MD ID,Name,prefName,geb,gest,Besch,Typ,Geschlecht,Status,GND
225533,Walter Hiddemann,Walter Hiddemann (1904-1986),1904,1986,"""Walter Hiddemann (1904 – 1986) wurde in Koblenz geboren, lebte hier mit Ausnahme der Zeit des Studiums an der Münchener Akademie und des Wehrdienstes während des 2. Weltkrieges und starb hier."" - http://atelier-villa-rosa.de/bridgeclub-koblenz-2013/, 16.04.2023",piz,male,+,
324667,Josef Torgl,Josef Torgl (1927-),1927,,lebte in Weprowatz,piz,male,+,
339638,Christian Thalwitzer,Christian Thalwitzer (1665-1733),1665,1733,Deutscher Maler und Restaurator. Tätig in Crailsheim (spätestens ab 1688) und Weikersheim (ab 1718). Historien- und Stilllebenmaler. Bislang kein Porträt bekannt.,piz,male,+,https://d-nb.info/gnd/123377459X
23020,Vereinigte Werkstätten Wittenau GmbH,Vereinigte Werkstätten Wittenau GmbH,,,"Karosseriehersteller in Wittenau, von 1945-1952. Danach umfirmiert in Deutsche Waggon- und Maschinenfabriken.

""Fahrzeug- und Maschinenbauunternehmen, gegr. ca. 1945, wechselnde Firmensitze, 1983 übernommen von Thyssen AG"" - gnd, 17.07.2024",kif,,+,https://d-nb.info/gnd/5143502-0
31126,Quantmeyer & Eicke,Quantmeyer & Eicke,,,"1886 gegründetes Textilunternehmen in Berlin. 1936 ansässig in Berlin W8, Wilhemstr. 55",kif,,+,
1316,Reinoldschacht,Reinoldschacht,,,1991 gegründete Gesellenvereinigung,kiz,,+,
23487,Schütze (Schiffsbaumeister),Schütze (Schiffsbaumeister),,,Schiffsbaumeister in Piesteritz. Nachgewiesen um 1900,piz,,+,
265675,Johann Wilhelm Traugott von Schönberg,Johann Wilhelm Traugott von Schönberg (1721-1804),1721,1804,"Oberamtshauptmann des Markgraftums Oberlausitz

Vgl. Denkmal des Johann Wilhelm Traugott von Schönberg, † 1804. Standort Lugaer Schanze. 113x71cm, 3m hoch, Sandsteinquader. Inschrift: Johann Wilhelm Traugott // von Schönberg und Luga // Oberamtshauptmann des Marggraftums // Oberlausitz // Starb am 17. April 1804 zu Budissin im 83. // Jahr seines Alters, nachdem er dieses Amt // 40 Jahre zur Zufriedenheit des // ganzen Landes verwaltet.",piz,male,+,
172161,Puttkammer und Mühlbrecht,Puttkammer und Mühlbrecht,,,Verlag und Buchhandlung,kif,,+,
117330,Friedrich Georg Schmitt,Friedrich Georg Schmitt (1877-1951),1877,1951,"Hobby Fotograf, Landwirt, Besitzer des Domhofs in Guntersblum",piz,,+,https://d-nb.info/gnd/125451490
334241,Brauerei zum schwarzen Bären (Mainz),Brauerei zum schwarzen Bären (Mainz),,,Brauerei in Mainz-Weisenau.,kif,,+,
